Serial_Number,Campaign_Name,Adset_Name,Objective,Amount_Spent,Amount_Install,Amount_Purchase,Purchase_Conversion_Value,Amount_Subscribe,Subscribe_Conversion_Value,Reporting_Date,Category
2020110800027456,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_波段課程相似受眾,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027457,股市爆料同學會_大眾TA_20200828,(大眾)股市爆料同學會_熱門股_20200828_Android,APP_INSTALLS,158,13,,,,,20201108,FB
2020110800027458,股市爆料同學會_大眾TA_20200828,(大眾)股市爆料同學會_熱門股_20200828_iOS,APP_INSTALLS,138,23,,,,,20201108,FB
2020110800027459,股市爆料同學會_理財受眾A_20200828,(理財A)股市爆料同學會_熱門股_Android,APP_INSTALLS,7,,,,,,20201108,FB
2020110800027460,股市爆料同學會_理財受眾A_20200828,(理財A)股市爆料同學會_熱門股_iOS,APP_INSTALLS,17,1,,,,,20201108,FB
2020110800027461,股市爆料同學會_理財受眾A_20200828,(理財A)股市爆料同學會_扭蛋圖_20200828_iOS,APP_INSTALLS,1,,,,,,20201108,FB
2020110800027462,股市爆料同學會_大眾TA_20200828,(大眾)股市爆料同學會_扭蛋_20200828_Android,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027463,股市爆料同學會_理財受眾A_20200828,(理財A)股市爆料同學會_扭蛋圖_20200828_Android,APP_INSTALLS,2,,,,,,20201108,FB
2020110800027464,股市爆料同學會_理財受眾C_20200828,(理財C)股市爆料同學會_扭蛋圖_20200828_Android,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027465,股市爆料同學會_理財受眾A_20200828,(理財A)股市爆料同學會_影片區_Android,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027466,股市爆料同學會_理財受眾A_20200828,(理財A)股市爆料同學會_影片區_iOS,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027467,股市爆料同學會_理財受眾C_20200828,(理財C)股市爆料同學會_影片區_iOS,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027468,股市爆料同學會_理財受眾C_20200828,(理財C)股市爆料同學會_影片區_Android,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027469,股市爆料同學會_大眾TA_20200915,(大眾)股市爆料同學會_熱門股_20200828_iOS,APP_INSTALLS,10,,,,,,20201108,FB
2020110800027470,股市爆料同學會_再行銷_20200922,(再行銷)股市爆料同學會_每周熱門股_Android,APP_INSTALLS,129,23,,,,,20201108,FB
2020110800027471,股市爆料同學會_Henry_自動化應用程式廣告Test_20200923_Android,股市爆料同學會_Android_20200923,APP_INSTALLS,11,1,,,,,20201108,FB
2020110800027472,20200922_艾蜜莉APP_IOS_下載_軟體,財報投資受眾_IOS (便宜價),APP_INSTALLS,1860,108,,,,,20201108,FB
2020110800027473,20200922_艾蜜莉APP_Android_下載_軟體,財報投資受眾_Android (便宜價),APP_INSTALLS,221,15,,,,,20201108,FB
2020110800027474,股市爆料同學會_理財綜合(非儲備受眾)_20200923,(理財)股市爆料同學會_扭蛋圖_20200828_Android,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027475,股市爆料同學會_理財綜合(非儲備受眾)_20200923,(理財)股市爆料同學會_扭蛋圖_20200828_iOS,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027476,股市爆料同學會_理財綜合(非儲備受眾)_20200923,(理財)股市爆料同學會_影片區_Android,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027477,股市爆料同學會_Henry_自動化應用程式廣告Test_20200923_iOS,(自動化)股市爆料同學會_iOS_20200923,APP_INSTALLS,66,6,,,,,20201108,FB
2020110800027478,期貨電子盤_下載_Android(舊),興趣期貨_android,APP_INSTALLS,2,1,,,,,20201108,FB
2020110800027479,期貨電子盤_下載_Android(舊),期貨_android,APP_INSTALLS,8,1,,,,,20201108,FB
2020110800027480,期貨電子盤_下載_Android(舊),理財寶相關受眾_android,APP_INSTALLS,3,,,,,,20201108,FB
2020110800027481,期貨電子盤_下載_Android(舊),期權_android,APP_INSTALLS,2,1,,,,,20201108,FB
2020110800027482,期貨電子盤_下載_Android(舊),當沖客_android,APP_INSTALLS,3,,,,,,20201108,FB
2020110800027483,期貨電子盤_下載_Android(舊),同學會_android,APP_INSTALLS,15,,,,,,20201108,FB
2020110800027484,丹尼爾_AOS_下載_軟體,丹尼爾_籌碼K開啟,APP_INSTALLS,11,1,,,,,20201108,FB
2020110800027485,丹尼爾_AOS_下載_軟體,丹尼爾_無聊詹開啟,APP_INSTALLS,9,1,,,,,20201108,FB
2020110800027486,丹尼爾_AOS_下載_軟體,丹尼爾_林恩如開啟,APP_INSTALLS,3,,,,,,20201108,FB
2020110800027487,丹尼爾_AOS_下載_軟體,丹尼爾_阿格力開啟,APP_INSTALLS,17,1,,,,,20201108,FB
2020110800027488,丹尼爾_IOS_下載_軟體,丹尼爾_林恩如開啟,APP_INSTALLS,26,,,,,,20201108,FB
2020110800027489,丹尼爾_IOS_下載_軟體,丹尼爾_阿格力開啟,APP_INSTALLS,63,2,,,,,20201108,FB
2020110800027490,武財神_APP下載_Android_2020928_自動化測試,TW - 18+,APP_INSTALLS,1206,61,,,,,20201108,FB
2020110800027491,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS_20200930,APP_INSTALLS,1,,,,,,20201108,FB
2020110800027492,股市爆料同學會_理財受眾A(非儲備受眾)_20201007,(理財A)股市爆料同學會_熱門股_Android,APP_INSTALLS,198,20,,,,,20201108,FB
2020110800027493,股市爆料同學會_理財受眾A(非儲備受眾)_20201007,(理財A)股市爆料同學會_熱門股_iOS,APP_INSTALLS,1,1,,,,,20201108,FB
2020110800027494,20200801_林恩如_AOS_下載_軟體,林恩如_Android_同學會 - 輕影片,APP_INSTALLS,304,25,,,,,20201108,FB
2020110800027495,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_Android_20201014,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027496,股市爆料同學會_CM粉專_20201014,(CM粉專)股市爆料同學會_熱門股_iOS,APP_INSTALLS,22,4,,,,,20201108,FB
2020110800027497,第八屆大大工程師_20201020_陌生開發,廣告Ａ版,LINK_CLICKS,2958,,1,5808,,,20201108,FB
2020110800027498,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1023(轉換)_關鍵分點獨門解析講座_台北,CONVERSIONS,414,,4,23640,,,20201108,FB
2020110800027499,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試1_iOS_20201023,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027500,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1023(轉換)_關鍵分點獨門解析講座_台中,CONVERSIONS,405,,2,7910,,,20201108,FB
2020110800027501,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1023(轉換)_關鍵分點獨門解析講座_付費直播,CONVERSIONS,389,,4,20435,,,20201108,FB
2020110800027502,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1026(轉換)_關鍵分點獨門解析講座_台南,CONVERSIONS,199,,,,,,20201108,FB
2020110800027503,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1026(轉換)_關鍵分點獨門解析講座_高雄,CONVERSIONS,206,,2,7777,,,20201108,FB
2020110800027504,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1026(轉換)_關鍵分點獨門解析講座_桃園,CONVERSIONS,200,,3,17776,,,20201108,FB
2020110800027505,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1026(轉換)_關鍵分點獨門解析講座_新竹,CONVERSIONS,199,,1,7777,,,20201108,FB
2020110800027506,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1026(轉換)_關鍵分點獨門解析講座_彰化,CONVERSIONS,196,,,,,,20201108,FB
2020110800027507,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1026(轉換)_關鍵分點獨門解析講座_嘉義,CONVERSIONS,210,,1,8388,,,20201108,FB
2020110800027508,第八屆大大工程師_20201027_再行銷,網站瀏覽名單,LINK_CLICKS,990,,2,7777,,,20201108,FB
2020110800027509,20201027阿格力APP下載_iOS_軟體,同學會APP受眾,APP_INSTALLS,500,26,2,,,,20201108,FB
2020110800027510,20201027阿格力APP下載_Android_軟體,同學會APP受眾,APP_INSTALLS,500,40,,,,,20201108,FB
2020110800027511,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_同學會 - 複本,APP_INSTALLS,84,2,,,,,20201108,FB
2020110800027512,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_波段軟體受眾 - 複本,APP_INSTALLS,89,6,,,,,20201108,FB
2020110800027513,20200801_林恩如_AOS_下載_軟體,林恩如_Android_波段軟體受眾 - 輕影片,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027514,20200801_林恩如_AOS_下載_軟體,林恩如_Android_同學會 - (誤刪的再複製成新的),APP_INSTALLS,10,,,,,,20201108,FB
2020110800027515,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_林恩如相似受眾 - 輕影片,APP_INSTALLS,125,6,,,,,20201108,FB
2020110800027516,權證小哥_1029(觸及)_當沖實戰精華班,權證小哥_1029(觸及)_台北當沖實戰精華班_小哥軟體受眾,REACH,44,,,,,,20201108,FB
2020110800027517,權證小哥_1029(觸及)_當沖實戰精華班,權證小哥_1029(觸及)_台中當沖實戰精華班_小哥軟體受眾,REACH,16,,,,,,20201108,FB
2020110800027518,權證小哥_1029(觸及)_當沖實戰精華班,權證小哥_1029(觸及)_高雄當沖實戰精華班_小哥軟體受眾,REACH,34,,,,,,20201108,FB
2020110800027519,權證小哥_1029(觸及)_當沖實戰精華班,權證小哥_1029(觸及)_付費直播當沖實戰精華班_小哥軟體受眾,REACH,97,,,,,,20201108,FB
2020110800027520,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_財經興趣 - 輕影片,APP_INSTALLS,6,,,,,,20201108,FB
2020110800027521,20200801_林恩如_AOS_下載_軟體,林恩如_Android_財經興趣 - 輕影片,APP_INSTALLS,67,4,,,,,20201108,FB
2020110800027522,20200801_林恩如_AOS_下載_軟體,林恩如_Android_林恩如相似受眾 - 輕影片,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027523,1029股人阿勳APP下載_Android_軟體,籌碼K線APP+粉專,APP_INSTALLS,998,49,1,,,,20201108,FB
2020110800027524,1029股人阿勳APP下載_Android_軟體,同學會APP用戶,APP_INSTALLS,1005,53,1,7777,,,20201108,FB
2020110800027525,1029股人阿勳APP下載_Android_軟體,外部投資興趣大眾,APP_INSTALLS,1005,58,,,,,20201108,FB
2020110800027526,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_Android _20201030(刪),APP_INSTALLS,0,,,,,,20201108,FB
2020110800027527,武財神_APP下載_iOS_20201103_自動化廣告,武財神_iOS_安裝最佳化_20201103,APP_INSTALLS,148,10,,,1,90,20201108,FB
2020110800027528,第八屆大大工程師_20201103_精準組合,報名名單1%類似受眾,LINK_CLICKS,209,,,,,,20201108,FB
2020110800027529,第八屆大大工程師_20201103_精準組合,報名名單1~5%類似受眾,LINK_CLICKS,775,,,,,,20201108,FB
2020110800027530,艾蜜莉_1104_雙11銷售_軟體,受眾_艾蜜莉粉絲,CONVERSIONS,660,,3,2617,,,20201108,FB
2020110800027531,艾蜜莉_1104_雙11銷售_軟體,受眾_基本面其他老師,CONVERSIONS,354,,3,5017,,,20201108,FB
2020110800027532,艾蜜莉_1104_雙11銷售_軟體,受眾_同學會,CONVERSIONS,254,,1,7910,,,20201108,FB
2020110800027533,艾蜜莉_1104_雙11銷售_軟體,受眾_理財寶,CONVERSIONS,493,,5,32235,,,20201108,FB
2020110800027534,無聊詹_雙11活動_軟體,同學會,LINK_CLICKS,2058,,6,40894,,,20201108,FB
2020110800027535,無聊詹_雙11活動_軟體,林恩如開啟60D,LINK_CLICKS,191,,3,46367,,,20201108,FB
2020110800027536,無聊詹_雙11活動_軟體,小哥粉專,LINK_CLICKS,3494,,20,246395,,,20201108,FB
2020110800027537,無聊詹_雙11活動_軟體,籌碼K開啟LL2%,LINK_CLICKS,397,,,,,,20201108,FB
2020110800027538,無聊詹_雙11活動_軟體,艾蜜莉開啟180D,LINK_CLICKS,237,,,,,,20201108,FB
2020110800027539,無聊詹_雙11活動_軟體,籌碼K開啟180D,LINK_CLICKS,724,,7,42897,,,20201108,FB
2020110800027540,無聊詹_雙11活動_軟體,大四學生,LINK_CLICKS,20,,,,,,20201108,FB
2020110800027541,無聊詹_雙11活動_軟體,無聊詹粉專LL1%,LINK_CLICKS,947,,4,15365,,,20201108,FB
2020110800027542,無聊詹_雙11活動_軟體,林恩如開啟LL2%,LINK_CLICKS,1834,,6,27554,,,20201108,FB
2020110800027543,無聊詹_雙11活動_軟體,丹尼爾開啟180D,LINK_CLICKS,98,,1,8388,,,20201108,FB
2020110800027544,股市爆料同學會_理財受眾A(非儲備受眾)_20201106,(理財A)股市爆料同學會_影片區_Android,APP_INSTALLS,4,,,,,,20201108,FB
2020110800027545,股市爆料同學會_理財受眾A(非儲備受眾)_20201106,(理財A)股市爆料同學會_扭蛋圖_20200828_iOS,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027546,股市爆料同學會_理財受眾A(非儲備受眾)_20201106,(理財A)股市爆料同學會_熱門股_iOS,APP_INSTALLS,14,1,,,,,20201108,FB
2020110800027547,股市爆料同學會_理財受眾A(非儲備受眾)_20201106,(理財A)股市爆料同學會_熱門股_Android,APP_INSTALLS,238,28,,,,,20201108,FB
2020110800027548,股市爆料同學會_理財受眾A(非儲備受眾)_20201106,(理財A)股市爆料同學會_影片區_iOS,APP_INSTALLS,0,,,,,,20201108,FB
2020110800027549,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS _20201106,APP_INSTALLS,0,,,,,,20201108,FB
2020110900027550,期貨電子盤_下載_IOS(舊),金湯尼_IOS,APP_INSTALLS,26,3,1,7910,,,20201109,FB
2020110900027551,期貨電子盤_下載_IOS(舊),興趣期貨受眾_IOS,APP_INSTALLS,7,,,,,,20201109,FB
2020110900027552,期貨電子盤_下載_IOS(舊),期貨電子盤類似受眾_IOS,APP_INSTALLS,2,,,,,,20201109,FB
2020110900027553,20200801_林恩如_AOS_下載_軟體,林恩如_Android_財經興趣,APP_INSTALLS,1,1,,,,,20201109,FB
2020110900027554,20200801_林恩如_AOS_下載_軟體,林恩如_Android_基本面造訪,APP_INSTALLS,0,,,,,,20201109,FB
2020110900027555,20200801_林恩如_AOS_下載_軟體,林恩如_Android_林恩如相似受眾,APP_INSTALLS,24,2,,,,,20201109,FB
2020110900027556,20200801_林恩如_AOS_下載_軟體,林恩如_Android_波段課程相似受眾,APP_INSTALLS,38,6,,,,,20201109,FB
2020110900027557,20200801_林恩如_AOS_下載_軟體,林恩如_Android_波段軟體受眾,APP_INSTALLS,6,,,,,,20201109,FB
2020110900027558,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_基本面造訪,APP_INSTALLS,6,,,,,,20201109,FB
2020110900027559,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_林恩如相似受眾,APP_INSTALLS,24,2,,,,,20201109,FB
2020110900027560,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_波段軟體受眾,APP_INSTALLS,43,3,,,,,20201109,FB
2020110900027561,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_財經興趣,APP_INSTALLS,68,3,,,,,20201109,FB
2020110900027562,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_波段官網30D相似受眾,APP_INSTALLS,1,,,,,,20201109,FB
2020110900027563,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_波段課程相似受眾,APP_INSTALLS,1,,,,,,20201109,FB
2020110900027564,股市爆料同學會_大眾TA_20200828,(大眾)股市爆料同學會_熱門股_20200828_Android,APP_INSTALLS,163,19,,,,,20201109,FB
2020110900027565,股市爆料同學會_大眾TA_20200828,(大眾)股市爆料同學會_熱門股_20200828_iOS,APP_INSTALLS,132,12,,,,,20201109,FB
2020110900027566,股市爆料同學會_理財受眾A_20200828,(理財A)股市爆料同學會_熱門股_Android,APP_INSTALLS,6,,,,,,20201109,FB
2020110900027567,股市爆料同學會_理財受眾A_20200828,(理財A)股市爆料同學會_熱門股_iOS,APP_INSTALLS,7,1,,,,,20201109,FB
2020110900027568,股市爆料同學會_理財受眾A_20200828,(理財A)股市爆料同學會_扭蛋圖_20200828_iOS,APP_INSTALLS,0,,,,,,20201109,FB
2020110900027569,股市爆料同學會_大眾TA_20200828,(大眾)股市爆料同學會_扭蛋_20200828_Android,APP_INSTALLS,0,,,,,,20201109,FB
2020110900027570,股市爆料同學會_理財受眾A_20200828,(理財A)股市爆料同學會_扭蛋圖_20200828_Android,APP_INSTALLS,1,,,,,,20201109,FB
2020110900027571,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試2_Android_20200909,APP_INSTALLS,0,,,,,,20201109,FB
2020110900027572,股市爆料同學會_理財受眾A_20200828,(理財A)股市爆料同學會_影片區_Android,APP_INSTALLS,0,,,,,,20201109,FB
2020110900027573,股市爆料同學會_理財受眾A_20200828,(理財A)股市爆料同學會_影片區_iOS,APP_INSTALLS,0,,,,,,20201109,FB
2020110900027574,股市爆料同學會_大眾TA_20200915,(大眾)股市爆料同學會_熱門股_20200828_iOS,APP_INSTALLS,1,1,,,,,20201109,FB
2020110900027575,股市爆料同學會_再行銷_20200922,(再行銷)股市爆料同學會_每周熱門股_Android,APP_INSTALLS,129,22,,,,,20201109,FB
2020110900027576,股市爆料同學會_Henry_自動化應用程式廣告Test_20200923_Android,股市爆料同學會_Android_20200923,APP_INSTALLS,9,,,,,,20201109,FB
2020110900027577,20200922_艾蜜莉APP_IOS_下載_軟體,財報投資受眾_IOS (便宜價),APP_INSTALLS,1258,68,4,25610,,,20201109,FB
2020110900027578,20200922_艾蜜莉APP_Android_下載_軟體,財報投資受眾_Android (便宜價),APP_INSTALLS,445,40,,,,,20201109,FB
2020110900027579,股市爆料同學會_理財綜合(非儲備受眾)_20200923,(理財)股市爆料同學會_扭蛋圖_20200828_Android,APP_INSTALLS,0,,,,,,20201109,FB
2020110900027580,股市爆料同學會_理財綜合(非儲備受眾)_20200923,(理財)股市爆料同學會_扭蛋圖_20200828_iOS,APP_INSTALLS,0,,,,,,20201109,FB
2020110900027581,股市爆料同學會_理財綜合(非儲備受眾)_20200923,(理財)股市爆料同學會_影片區_Android,APP_INSTALLS,0,,,,,,20201109,FB
2020110900027582,股市爆料同學會_Henry_自動化應用程式廣告Test_20200923_iOS,(自動化)股市爆料同學會_iOS_20200923,APP_INSTALLS,30,1,,,,,20201109,FB
2020110900027583,期貨電子盤_下載_Android(舊),興趣期貨_android,APP_INSTALLS,0,,,,,,20201109,FB
2020110900027584,期貨電子盤_下載_Android(舊),期貨_android,APP_INSTALLS,3,,,,,,20201109,FB
2020110900027585,期貨電子盤_下載_Android(舊),理財寶相關受眾_android,APP_INSTALLS,0,,,,,,20201109,FB
2020110900027586,期貨電子盤_下載_Android(舊),期權_android,APP_INSTALLS,4,1,,,,,20201109,FB
2020110900027587,期貨電子盤_下載_Android(舊),當沖客_android,APP_INSTALLS,2,,,,,,20201109,FB
2020110900027588,期貨電子盤_下載_Android(舊),同學會_android,APP_INSTALLS,8,1,,,,,20201109,FB
2020110900027589,丹尼爾_AOS_下載_軟體,丹尼爾_籌碼K開啟,APP_INSTALLS,5,,,,,,20201109,FB
2020110900027590,丹尼爾_AOS_下載_軟體,丹尼爾_無聊詹開啟,APP_INSTALLS,7,,,,,,20201109,FB
2020110900027591,丹尼爾_AOS_下載_軟體,丹尼爾_林恩如開啟,APP_INSTALLS,3,,,,,,20201109,FB
2020110900027592,丹尼爾_AOS_下載_軟體,丹尼爾_阿格力開啟,APP_INSTALLS,4,,,,,,20201109,FB
2020110900027593,丹尼爾_IOS_下載_軟體,丹尼爾_林恩如開啟,APP_INSTALLS,19,,,,,,20201109,FB
2020110900027594,丹尼爾_IOS_下載_軟體,丹尼爾_阿格力開啟,APP_INSTALLS,36,1,,,,,20201109,FB
2020110900027595,武財神_APP下載_Android_2020928_自動化測試,TW - 18+,APP_INSTALLS,1134,66,,,,,20201109,FB
2020110900027596,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS_20200930,APP_INSTALLS,1,,,,,,20201109,FB
2020110900027597,股市爆料同學會_理財受眾A(非儲備受眾)_20201007,(理財A)股市爆料同學會_熱門股_Android,APP_INSTALLS,3,,,,,,20201109,FB
2020110900027598,股市爆料同學會_理財受眾A(非儲備受眾)_20201007,(理財A)股市爆料同學會_熱門股_iOS,APP_INSTALLS,1,,,,,,20201109,FB
2020110900027599,20200801_林恩如_AOS_下載_軟體,林恩如_Android_同學會 - 輕影片,APP_INSTALLS,432,26,2,,,,20201109,FB
2020110900027600,股市爆料同學會_CM粉專_20201014,(CM粉專)股市爆料同學會_熱門股_iOS,APP_INSTALLS,0,,,,,,20201109,FB
2020110900027601,第八屆大大工程師_20201020_陌生開發,廣告Ａ版,LINK_CLICKS,2129,,2,2776,,,20201109,FB
2020110900027602,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1023(轉換)_關鍵分點獨門解析講座_台北,CONVERSIONS,390,,4,13984,,,20201109,FB
2020110900027603,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試1_Android _20201023,APP_INSTALLS,0,,,,,,20201109,FB
2020110900027604,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1023(轉換)_關鍵分點獨門解析講座_台中,CONVERSIONS,399,,10,85666,,,20201109,FB
2020110900027605,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1023(轉換)_關鍵分點獨門解析講座_付費直播,CONVERSIONS,393,,2,16163,,,20201109,FB
2020110900027606,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1026(轉換)_關鍵分點獨門解析講座_台南,CONVERSIONS,201,,3,15553,,,20201109,FB
2020110900027607,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1026(轉換)_關鍵分點獨門解析講座_高雄,CONVERSIONS,196,,3,16165,,,20201109,FB
2020110900027608,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1026(轉換)_關鍵分點獨門解析講座_桃園,CONVERSIONS,196,,2,29381,,,20201109,FB
2020110900027609,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1026(轉換)_關鍵分點獨門解析講座_新竹,CONVERSIONS,197,,2,10947,,,20201109,FB
2020110900027610,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1026(轉換)_關鍵分點獨門解析講座_彰化,CONVERSIONS,200,,,,,,20201109,FB
2020110900027611,權證小哥_1023(轉換)_關鍵分點獨門解析講座,權證小哥_1026(轉換)_關鍵分點獨門解析講座_嘉義,CONVERSIONS,193,,1,7777,,,20201109,FB
2020110900027612,第八屆大大工程師_20201027_再行銷,網站瀏覽名單,LINK_CLICKS,965,,,,,,20201109,FB
2020110900027613,20201027阿格力APP下載_iOS_軟體,同學會APP受眾,APP_INSTALLS,488,23,2,7910,,,20201109,FB
2020110900027614,20201027阿格力APP下載_Android_軟體,同學會APP受眾,APP_INSTALLS,487,30,1,,,,20201109,FB
2020110900027615,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_同學會 - 複本,APP_INSTALLS,34,1,,,,,20201109,FB
2020110900027616,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_波段軟體受眾 - 複本,APP_INSTALLS,161,9,,,,,20201109,FB
2020110900027617,20200801_林恩如_AOS_下載_軟體,林恩如_Android_波段軟體受眾 - 輕影片,APP_INSTALLS,0,,,,,,20201109,FB
2020110900027618,20200801_林恩如_AOS_下載_軟體,林恩如_Android_同學會 - (誤刪的再複製成新的),APP_INSTALLS,2,,,,,,20201109,FB
2020110900027619,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_林恩如相似受眾 - 輕影片,APP_INSTALLS,116,6,1,1680,1,,20201109,FB
2020110900027620,權證小哥_1029(觸及)_當沖實戰精華班,權證小哥_1029(觸及)_台北當沖實戰精華班_小哥軟體受眾,REACH,61,,,,,,20201109,FB
2020110900027621,權證小哥_1029(觸及)_當沖實戰精華班,權證小哥_1029(觸及)_台中當沖實戰精華班_小哥軟體受眾,REACH,18,,,,,,20201109,FB
2020110900027622,權證小哥_1029(觸及)_當沖實戰精華班,權證小哥_1029(觸及)_高雄當沖實戰精華班_小哥軟體受眾,REACH,34,,,,,,20201109,FB
2020110900027623,權證小哥_1029(觸及)_當沖實戰精華班,權證小哥_1029(觸及)_付費直播當沖實戰精華班_小哥軟體受眾,REACH,86,,,,,,20201109,FB
2020110900027624,20200801_林恩如_iOS_下載_軟體,林恩如_iOS_財經興趣 - 輕影片,APP_INSTALLS,1,,,,,,20201109,FB
2020110900027625,20200801_林恩如_AOS_下載_軟體,林恩如_Android_財經興趣 - 輕影片,APP_INSTALLS,33,,,,,,20201109,FB
2020110900027626,20200801_林恩如_AOS_下載_軟體,林恩如_Android_林恩如相似受眾 - 輕影片,APP_INSTALLS,1,,,,,,20201109,FB
2020110900027627,1029股人阿勳APP下載_Android_軟體,籌碼K線APP+粉專,APP_INSTALLS,992,33,2,,,,20201109,FB
2020110900027628,1029股人阿勳APP下載_Android_軟體,同學會APP用戶,APP_INSTALLS,994,38,1,,,,20201109,FB
2020110900027629,1029股人阿勳APP下載_Android_軟體,外部投資興趣大眾,APP_INSTALLS,986,40,,,,,20201109,FB
2020110900027630,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_Android _20201030(刪),APP_INSTALLS,0,,,,,,20201109,FB
