Serial_Number,Campaign_Name,Objective,Amount_Spent,Amount_Install,Amount_Purchase,Purchase_Conversion_Value,Amount_Subscribe,Subscribe_Conversion_Value,Reporting_Date,Category
20191227000104,正在查看的籌碼K線下載細項,APP_INSTALLS,98,3,,,,,20191227,FB
20191227000105,丹尼爾-應用程式安裝,APP_INSTALLS,1099,38,3,15464,,,20191227,FB
20191227000106,艾蜜莉-應用程式安裝_軟體,APP_INSTALLS,0,,,,,,20191227,FB
20191227000107,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,8329,158,,,,,20191227,FB
20191227000108,大大PM_第二屆招生,LINK_CLICKS,1975,,,,,,20191227,FB
20191227000109,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1234,,,,,,20191227,FB
20191227000110,股人阿勳_講座(購買),CONVERSIONS,560,,5,30521,,,20191227,FB
20191228000111,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,312,14,,,,,20191228,FB
20191228000112,期貨電子盤_下載_IOS(舊),APP_INSTALLS,93,9,,,,,20191228,FB
20191228000113,強棒-應用程式安裝_林恩如,APP_INSTALLS,1009,52,,,,,20191228,FB
20191228000114,恩如講座轉換次數,CONVERSIONS,1366,,36,194378,,,20191228,FB
20191228000115,權證小哥_講座_轉換次數(購買),CONVERSIONS,639,,7,20292,,,20191228,FB
20191228000116,正在查看的籌碼K線下載細項,APP_INSTALLS,103,9,,,,,20191228,FB
20191228000117,丹尼爾-應用程式安裝,APP_INSTALLS,1120,81,1,,,,20191228,FB
20191228000118,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,8197,179,1,8773,1,3290,20191228,FB
20191228000119,大大PM_第二屆招生,LINK_CLICKS,2038,,,,,,20191228,FB
20191228000120,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1285,,,,,,20191228,FB
20191228000121,股人阿勳_講座(購買),CONVERSIONS,757,,8,22449,,,20191228,FB
20191228000122,股人阿勳_講座(購買),CONVERSIONS,480,,3,6429,,,20191228,FB
20191229000123,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,303,19,1,3290,,,20191229,FB
20191229000124,期貨電子盤_下載_IOS(舊),APP_INSTALLS,204,7,,,,,20191229,FB
20191229000125,強棒-應用程式安裝_林恩如,APP_INSTALLS,1007,39,1,3290,,,20191229,FB
20191229000126,權證小哥_講座_轉換次數(購買),CONVERSIONS,612,,13,41389,,,20191229,FB
20191229000127,正在查看的籌碼K線下載細項,APP_INSTALLS,101,2,,,,,20191229,FB
20191229000128,丹尼爾-應用程式安裝,APP_INSTALLS,1115,55,3,12976,,,20191229,FB
20191229000129,艾蜜莉-應用程式安裝_軟體,APP_INSTALLS,0,,,,,,20191229,FB
20191229000130,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,7752,182,4,3054,2,3770,20191229,FB
20191229000131,大大PM_第二屆招生,LINK_CLICKS,4085,,5,33965,,,20191229,FB
20191229000132,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1255,,,,,,20191229,FB
20191229000133,股人阿勳_講座(購買),CONVERSIONS,730,,4,39985,,,20191229,FB
20191229000134,股人阿勳_講座(購買),CONVERSIONS,820,,13,77154,,,20191229,FB
20191230000135,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,298,13,,,,,20191230,FB
20191230000136,期貨電子盤_下載_IOS(舊),APP_INSTALLS,115,7,,,,,20191230,FB
20191230000137,強棒-應用程式安裝_林恩如,APP_INSTALLS,980,46,2,3290,,,20191230,FB
20191230000138,權證小哥_講座_轉換次數(購買),CONVERSIONS,605,,6,17986,,,20191230,FB
20191230000139,正在查看的籌碼K線下載細項,APP_INSTALLS,97,3,,,,,20191230,FB
20191230000140,丹尼爾-應用程式安裝,APP_INSTALLS,1062,36,3,7388,,,20191230,FB
20191230000141,艾蜜莉-應用程式安裝_軟體,APP_INSTALLS,0,,,,,,20191230,FB
20191230000142,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,5484,96,2,446,1,380,20191230,FB
20191230000143,大大PM_第二屆招生,LINK_CLICKS,5362,,3,447,,,20191230,FB
20191230000144,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1263,,,,,,20191230,FB
20191230000145,股人阿勳_講座(購買),CONVERSIONS,151,,3,6255,,,20191230,FB
20191230000146,股人阿勳_講座(購買),CONVERSIONS,175,,8,9176,,,20191230,FB
20191230000147,1/7期權先生當沖制霸班,POST_ENGAGEMENT,44,,,,,,20191230,FB
20191231000148,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,294,8,,,,,20191231,FB
20191231000149,期貨電子盤_下載_IOS(舊),APP_INSTALLS,147,11,1,3290,,,20191231,FB
20191231000150,強棒-應用程式安裝_林恩如,APP_INSTALLS,989,36,3,8435,,,20191231,FB
20191231000151,權證小哥_講座_轉換次數(購買),CONVERSIONS,681,,14,61867,,,20191231,FB
20191231000152,正在查看的籌碼K線下載細項,APP_INSTALLS,98,1,1,380,1,380,20191231,FB
20191231000153,丹尼爾-應用程式安裝,APP_INSTALLS,936,30,2,3290,,,20191231,FB
20191231000154,艾蜜莉-應用程式安裝_軟體,APP_INSTALLS,401,16,,,,,20191231,FB
20191231000155,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,5156,91,1,3290,,,20191231,FB
20191231000156,大大PM_第二屆招生,LINK_CLICKS,2883,,1,149,,,20191231,FB
20191231000157,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1266,,,,,,20191231,FB
20191231000158,1/7期權先生當沖制霸班,POST_ENGAGEMENT,545,,,,,,20191231,FB
20200101000159,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,291,18,,,,,20200101,FB
20200101000160,期貨電子盤_下載_IOS(舊),APP_INSTALLS,264,14,1,8888,,,20200101,FB
20200101000161,強棒-應用程式安裝_林恩如,APP_INSTALLS,989,43,1,149,,,20200101,FB
20200101000162,權證小哥_講座_轉換次數(購買),CONVERSIONS,785,,10,74901,,,20200101,FB
20200101000163,正在查看的籌碼K線下載細項,APP_INSTALLS,100,4,,,,,20200101,FB
20200101000164,丹尼爾-應用程式安裝,APP_INSTALLS,696,58,1,149,,,20200101,FB
20200101000165,艾蜜莉-應用程式安裝_軟體,APP_INSTALLS,0,,,,,,20200101,FB
20200101000166,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,4902,111,,,1,380,20200101,FB
20200101000167,大大PM_第二屆招生,LINK_CLICKS,1972,,7,7553,,,20200101,FB
20200101000168,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1249,,,,,,20200101,FB
20200101000169,1/7期權先生當沖制霸班,POST_ENGAGEMENT,145,,,,,,20200101,FB
20200102000170,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,305,13,,,,,20200102,FB
20200102000171,期貨電子盤_下載_IOS(舊),APP_INSTALLS,498,17,2,298,,,20200102,FB
20200102000172,強棒-應用程式安裝_林恩如,APP_INSTALLS,1020,34,1,888,,,20200102,FB
20200102000173,權證小哥_講座_轉換次數(購買),CONVERSIONS,783,,11,40709,,,20200102,FB
20200102000174,正在查看的籌碼K線下載細項,APP_INSTALLS,105,1,,,,,20200102,FB
20200102000175,丹尼爾-應用程式安裝,APP_INSTALLS,715,44,1,149,,,20200102,FB
20200102000176,艾蜜莉-應用程式安裝_軟體,APP_INSTALLS,0,,,,,,20200102,FB
20200102000177,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,5622,115,3,7310,,,20200102,FB
20200102000178,大大PM_第二屆招生,LINK_CLICKS,1974,,2,8148,,,20200102,FB
20200102000179,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1247,,,,,,20200102,FB
20200103000180,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,287,9,,,,,20200103,FB
20200103000181,期貨電子盤_下載_IOS(舊),APP_INSTALLS,379,11,2,11188,,,20200103,FB
20200103000182,強棒-應用程式安裝_林恩如,APP_INSTALLS,994,30,5,5357,,,20200103,FB
20200103000183,權證小哥_講座_轉換次數(購買),CONVERSIONS,785,,9,9575,,,20200103,FB
20200103000184,正在查看的籌碼K線下載細項,APP_INSTALLS,97,7,1,1288,,,20200103,FB
20200103000185,丹尼爾-應用程式安裝,APP_INSTALLS,685,42,2,298,,,20200103,FB
20200103000186,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,4762,118,8,1192,,,20200103,FB
20200103000187,大大PM_第二屆招生,LINK_CLICKS,1176,,4,745,,,20200103,FB
20200103000188,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1208,,,,,,20200103,FB
20200103000189,iCheck APP下載_20200103,APP_INSTALLS,64,2,,,,,20200103,FB
20200104000190,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,322,17,,,,,20200104,FB
20200104000191,期貨電子盤_下載_IOS(舊),APP_INSTALLS,163,7,,,,,20200104,FB
20200104000192,強棒-應用程式安裝_林恩如,APP_INSTALLS,1021,41,2,1478,,,20200104,FB
20200104000193,權證小哥_講座_轉換次數(購買),CONVERSIONS,767,,9,11099,,,20200104,FB
20200104000194,正在查看的籌碼K線下載細項,APP_INSTALLS,102,7,1,149,,,20200104,FB
20200104000195,丹尼爾-應用程式安裝,APP_INSTALLS,724,51,6,9062,,,20200104,FB
20200104000196,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,4605,127,6,1793,3,1140,20200104,FB
20200104000197,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1262,,,,,,20200104,FB
20200104000198,iCheck APP下載_20200103,APP_INSTALLS,192,13,,,,,20200104,FB
20200104000199,大大PM第二屆招生_20190103,LINK_CLICKS,2259,,3,5413,,,20200104,FB
20200105000200,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,300,12,1,,,,20200105,FB
20200105000201,期貨電子盤_下載_IOS(舊),APP_INSTALLS,214,3,3,447,,,20200105,FB
20200105000202,強棒-應用程式安裝_林恩如,APP_INSTALLS,1011,51,2,298,,,20200105,FB
20200105000203,權證小哥_講座_轉換次數(購買),CONVERSIONS,803,,11,17019,,,20200105,FB
20200105000204,正在查看的籌碼K線下載細項,APP_INSTALLS,100,4,3,447,,,20200105,FB
20200105000205,丹尼爾-應用程式安裝,APP_INSTALLS,697,43,3,788,,,20200105,FB
20200105000206,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,4329,115,18,2959,1,3390,20200105,FB
20200105000207,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1258,,,,,,20200105,FB
20200105000208,iCheck APP下載_20200103,APP_INSTALLS,200,24,,,,,20200105,FB
20200105000209,大大PM第二屆招生_20190103,LINK_CLICKS,1905,,5,745,,,20200105,FB
20200106000210,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,1308,34,4,3837,1,3390,20200106,FB
20200106000211,期貨電子盤_下載_IOS(舊),APP_INSTALLS,77,6,,,,,20200106,FB
20200106000212,強棒-應用程式安裝_林恩如,APP_INSTALLS,980,43,5,5091,,,20200106,FB
20200106000213,權證小哥_講座_轉換次數(購買),CONVERSIONS,210,,5,12106,,,20200106,FB
20200106000214,正在查看的籌碼K線下載細項,APP_INSTALLS,97,,,,,,20200106,FB
20200106000215,丹尼爾-應用程式安裝,APP_INSTALLS,699,45,2,298,,,20200106,FB
20200106000216,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,4132,94,5,5506,1,380,20200106,FB
20200106000217,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1211,,,,,,20200106,FB
20200106000218,iCheck APP下載_20200103,APP_INSTALLS,98,5,,,,,20200106,FB
20200106000219,大大PM第二屆招生_20190103,LINK_CLICKS,2024,,3,4251,,,20200106,FB
20200106000220,iCheck APP下載_20200106,APP_INSTALLS,75,10,,,,,20200106,FB
20200107000221,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,1343,33,,,,,20200107,FB
20200107000222,期貨電子盤_下載_IOS(舊),APP_INSTALLS,24,1,,,,,20200107,FB
20200107000223,強棒-應用程式安裝_林恩如,APP_INSTALLS,1002,47,,,,,20200107,FB
20200107000224,股市爆料同學會_20190617(下載),APP_INSTALLS,1278,111,3,11176,,,20200107,FB
20200107000225,正在查看的籌碼K線下載細項,APP_INSTALLS,102,2,,,,,20200107,FB
20200107000226,丹尼爾-應用程式安裝,APP_INSTALLS,695,33,1,1288,,,20200107,FB
20200107000227,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,4179,113,1,9591,1,3390,20200107,FB
20200107000228,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1262,,,,,,20200107,FB
20200107000229,大大PM第二屆招生_20190103,LINK_CLICKS,2000,,,,,,20200107,FB
20200107000230,iCheck APP下載_20200106,APP_INSTALLS,198,28,,,,,20200107,FB
20200108000231,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,1292,25,,,,,20200108,FB
20200108000232,期貨電子盤_下載_IOS(舊),APP_INSTALLS,19,,,,,,20200108,FB
20200108000233,強棒-應用程式安裝_林恩如,APP_INSTALLS,1003,32,1,3577,,,20200108,FB
20200108000234,股市爆料同學會_20190617(下載),APP_INSTALLS,1400,108,4,18264,,,20200108,FB
20200108000235,正在查看的籌碼K線下載細項,APP_INSTALLS,97,3,,,,,20200108,FB
20200108000236,丹尼爾-應用程式安裝,APP_INSTALLS,701,50,,,,,20200108,FB
20200108000237,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,4065,99,7,7728,1,3390,20200108,FB
20200108000238,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1228,,,,,,20200108,FB
20200108000239,大大PM第二屆招生_20190103,LINK_CLICKS,1590,,2,3771,,,20200108,FB
20200108000240,iCheck APP下載_20200106,APP_INSTALLS,198,31,,,,,20200108,FB
20200109000241,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,1052,31,1,1990,1,1990,20200109,FB
20200109000242,期貨電子盤_下載_IOS(舊),APP_INSTALLS,20,2,,,,,20200109,FB
20200109000243,強棒-應用程式安裝_林恩如,APP_INSTALLS,987,26,,,,,20200109,FB
20200109000244,股市爆料同學會_20190617(下載),APP_INSTALLS,1181,101,1,8517,,,20200109,FB
20200109000245,正在查看的籌碼K線下載細項,APP_INSTALLS,102,5,,,,,20200109,FB
20200109000246,丹尼爾-應用程式安裝,APP_INSTALLS,702,45,,,,,20200109,FB
20200109000247,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,4145,77,1,9900,,,20200109,FB
20200109000248,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1246,,,,,,20200109,FB
20200109000249,大大PM第二屆招生_20190103,LINK_CLICKS,1982,,1,299,,,20200109,FB
20200109000250,iCheck APP下載_20200106,APP_INSTALLS,193,34,,,,,20200109,FB
20200110000251,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,1127,23,1,1990,1,1990,20200110,FB
20200110000252,期貨電子盤_下載_IOS(舊),APP_INSTALLS,37,1,,,,,20200110,FB
20200110000253,強棒-應用程式安裝_林恩如,APP_INSTALLS,1025,29,,,,,20200110,FB
20200110000254,股市爆料同學會_20190617(下載),APP_INSTALLS,1124,73,,,,,20200110,FB
20200110000255,正在查看的籌碼K線下載細項,APP_INSTALLS,99,2,,,,,20200110,FB
20200110000256,丹尼爾-應用程式安裝,APP_INSTALLS,710,45,,,,,20200110,FB
20200110000257,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,4350,95,,,,,20200110,FB
20200110000258,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1286,,,,,,20200110,FB
20200110000259,大大PM第二屆招生_20190103,LINK_CLICKS,1976,,,,,,20200110,FB
20200110000260,iCheck APP下載_20200106,APP_INSTALLS,200,38,,,,,20200110,FB
20200110000261,武財神_文案測試_0109,CONVERSIONS,1582,,49,52518,,,20200110,FB
20200111000262,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,1373,34,,,,,20200111,FB
20200111000263,期貨電子盤_下載_IOS(舊),APP_INSTALLS,56,1,,,,,20200111,FB
20200111000264,強棒-應用程式安裝_林恩如,APP_INSTALLS,992,43,1,7999,,,20200111,FB
20200111000265,股市爆料同學會_20190617(下載),APP_INSTALLS,748,62,,,,,20200111,FB
20200111000266,正在查看的籌碼K線下載細項,APP_INSTALLS,103,3,,,,,20200111,FB
20200111000267,丹尼爾-應用程式安裝,APP_INSTALLS,696,57,2,16341,,,20200111,FB
20200111000268,艾蜜莉-應用程式安裝_軟體,APP_INSTALLS,0,,,,,,20200111,FB
20200111000269,20200923_籌碼K線_最後衝刺_iOS,APP_INSTALLS,4461,95,,,1,3390,20200111,FB
20200111000270,20191224同學會_聖誕節活動,POST_ENGAGEMENT,1259,,,,,,20200111,FB
20200111000271,大大PM第二屆招生_20190103,LINK_CLICKS,1981,,,,,,20200111,FB
20200111000272,iCheck APP下載_20200106,APP_INSTALLS,202,35,,,,,20200111,FB
20200111000273,武財神_文案測試_0109,CONVERSIONS,1532,,57,105584,,,20200111,FB
20200112000274,籌碼K線_ 競價下載_行銷活動花費無限制,APP_INSTALLS,1412,57,,,,,20200112,FB
20200112000275,期貨電子盤_下載_IOS(舊),APP_INSTALLS,18,,,,,,20200112,FB
20200112000276,強棒-應用程式安裝_林恩如,APP_INSTALLS,1000,60,1,7999,,,20200112,FB
20200112000277,股市爆料同學會_20190617(下載),APP_INSTALLS,1279,134,4,25616,,,20200112,FB
