Serial_Number,Campaign_Name,Adset_Name,Objective,Amount_Spent,Amount_Install,Amount_Purchase,Purchase_Conversion_Value,Amount_Subscribe,Subscribe_Conversion_Value,Category,Reporting_Date
2020071900013846,20200701_林恩如_iOS_下載_軟體,林恩如_iOS_其它LL2%,APP_INSTALLS,164,10,,,6,,FB,20200719
2020071900013847,20200701_林恩如_iOS_下載_軟體,林恩如_iOS_林恩如LL2%,APP_INSTALLS,108,3,,,,,FB,20200719
2020071900013848,股人阿勳_下載_20200605_軟體,股人阿勳_下載_IOS_籌K+同學會受眾,APP_INSTALLS,603,48,,,,,FB,20200719
2020071900013849,股人阿勳_下載_20200605_軟體,股人阿勳_下載_AOS_籌K+同學會受眾,APP_INSTALLS,304,18,,,,,FB,20200719
2020071900013850,股人阿勳_下載_20200605_軟體,股人阿勳_下載_AOS_經濟日報受眾,APP_INSTALLS,130,5,,,,,FB,20200719
2020071900013851,20200709-0731_林恩如_20週均線簡單操作法_購買_講座,林恩如_課程_林恩如粉絲團LL2%,CONVERSIONS,299,,5,19116,,,FB,20200719
2020071900013852,20200709-0731_林恩如_20週均線簡單操作法_購買_講座,林恩如_課程_波段課程LL1%,CONVERSIONS,300,,1,1831,,,FB,20200719
2020071900013853,20200709-0731_林恩如_20週均線簡單操作法_購買_講座,林恩如_課程_基本面相似受眾,CONVERSIONS,303,,5,9149,,,FB,20200719
2020071900013854,籌碼K線_iOS_下載,同學會_iOS,APP_INSTALLS,1352,92,1,,,,FB,20200719
2020071900013855,籌碼K線_iOS_下載,理財寶老師們_iOS,APP_INSTALLS,142,11,,,,,FB,20200719
2020071900013856,籌碼K線_iOS_下載,興趣投資理財_iOS,APP_INSTALLS,2633,99,,,1,400,FB,20200719
2020071900013857,籌碼K線_iOS_下載,理財寶粉專各種行為_iOS,APP_INSTALLS,934,37,,,,,FB,20200719
2020071900013858,籌碼K線_iOS_下載,相似受眾_iOS,APP_INSTALLS,681,36,,,1,400,FB,20200719
2020071900013859,籌碼K線_iOS_下載,相似受眾_android,APP_INSTALLS,493,14,,,,,FB,20200719
2020071900013860,籌碼K線_iOS_下載,同學會_android,APP_INSTALLS,358,21,1,400,1,400,FB,20200719
2020071900013861,籌碼K線_iOS_下載,理財寶粉專各種行為_android,APP_INSTALLS,445,18,1,400,1,400,FB,20200719
2020071900013862,籌碼K線_iOS_下載,理財寶老師們_android,APP_INSTALLS,153,4,,,,,FB,20200719
2020071900013863,籌碼K線_iOS_下載,興趣投資理財_android,APP_INSTALLS,4632,159,3,13698,1,420,FB,20200719
2020071900013864,20200710_林恩如_Like_其他_軟體,林恩如_Like_基本面相似受眾,PAGE_LIKES,8,,,,,,FB,20200719
2020071900013865,20200710_林恩如_Like_其他_軟體,林恩如_Like_林恩如粉絲團LL2%,PAGE_LIKES,15,,,,,,FB,20200719
2020071900013866,20200710_林恩如_Like_其他_軟體,林恩如_Like_波段官網30D類似受眾,PAGE_LIKES,0,,,,,,FB,20200719
2020071900013867,20200710_林恩如_Like_其他_軟體,林恩如_Like_波段粉絲團LL2%,PAGE_LIKES,3,,,,,,FB,20200719
2020071900013868,20200710_林恩如_Like_其他_軟體,林恩如_Like_波段課程LL1%,PAGE_LIKES,67,,1,,,,FB,20200719
2020071900013869,20200710_林恩如_Like_其他_軟體,林恩如_Like_波段軟體類似受眾,PAGE_LIKES,118,,3,16279,,,FB,20200719
2020071900013870,20200710_林恩如_Like_其他_軟體,林恩如_Like_財經興趣受眾,PAGE_LIKES,23,,,,,,FB,20200719
2020071900013871,20200710_林恩如_Like_其他_軟體,林恩如_Like_股票興趣受眾,PAGE_LIKES,17,,,,,,FB,20200719
2020071900013872,20200710_林恩如_Like_其他_軟體,林恩如_Like_期貨興趣受眾,PAGE_LIKES,31,,,,,,FB,20200719
2020071900013873,20200710_林恩如_Like_其他_軟體,林恩如_Like_報酬率興趣受眾,PAGE_LIKES,3,,,,,,FB,20200719
2020071900013874,武財神_APP下載_20200221,武財神_APP下載_20200714_iOS_上香受眾_安裝最佳化,APP_INSTALLS,0,,,,,,FB,20200719
2020071900013875,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS_20200715,APP_INSTALLS,89,30,,,,,FB,20200719
2020071900013876,股市爆料同學會_測試專用_20200606(下載),(科技)股市爆料同學會_測試_iOS_20200715,APP_INSTALLS,385,150,3,12903,,,FB,20200719
2020072000013877,期貨電子盤_下載_IOS(舊),興趣期貨受眾_IOS,APP_INSTALLS,17,,,,,,FB,20200720
2020072000013878,期貨電子盤_下載_IOS(舊),期貨電子盤類似受眾_IOS,APP_INSTALLS,3,,,,,,FB,20200720
2020072000013879,股市爆料同學會_20190617(下載),(大眾)股市爆料同學會_iOS_20200313,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013880,股市爆料同學會_20190617(下載),(理財A)股市爆料同學會_Android_201906170,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013881,股市爆料同學會_20190617(下載),股市爆料同學會_理財寶TA_20200318_iOS,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013882,iCheck APP下載_20200324,iCheck APP下載_20190324_android (限動),APP_INSTALLS,17,2,,,,,FB,20200720
2020072000013883,iCheck APP下載_20200324,iCheck APP下載_20190324_iOS (限動),APP_INSTALLS,14,4,,,,,FB,20200720
2020072000013884,iCheck APP下載_20200324,iCheck APP下載_20190324_iOS (動態牆),APP_INSTALLS,185,14,,,,,FB,20200720
2020072000013885,iCheck APP下載_20200324,iCheck APP下載_20190324_android (動態牆),APP_INSTALLS,287,15,,,,,FB,20200720
2020072000013886,武財神_APP下載_20200221,武財神__Android_25-65+_興趣_道教_自動版位,APP_INSTALLS,214,25,,,,,FB,20200720
2020072000013887,股市爆料同學會_20190617(下載),股市爆料同學會_大眾TA_20200318_iOS,APP_INSTALLS,1,,,,,,FB,20200720
2020072000013888,股市爆料同學會_20190617(下載),股市爆料同學會_扭蛋圖_2020414_iOS,APP_INSTALLS,2,,,,,,FB,20200720
2020072000013889,股市爆料同學會_20190617(下載),股市爆料同學會_扭蛋圖_2020414_Android,APP_INSTALLS,4,1,,,,,FB,20200720
2020072000013890,股市爆料同學會_影片廣告_20200416(下載),股市爆料同學會_影片區_大眾TA(30D)_Android,APP_INSTALLS,19,4,,,,,FB,20200720
2020072000013891,股市爆料同學會_影片廣告_20200416(下載),股市爆料同學會_影片A_20200306_爆料TA_iOS,APP_INSTALLS,9,4,,,,,FB,20200720
2020072000013892,股市爆料同學會_20190617(下載),(大眾)股市爆料同學會_ICON測試_20200507_iOS,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013893,股市爆料同學會_20190617(下載),(大眾)股市爆料同學會_ICON測試_20200507_Android,APP_INSTALLS,7,2,,,,,FB,20200720
2020072000013894,股市爆料同學會_影片廣告_20200416(下載),股市爆料同學會_影片區_大眾TA_iOS,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013895,股市爆料同學會_受眾測試組_20200520,股市爆料同學會_受眾測試組_20200422_iOS,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013896,股市爆料同學會_影片廣告_20200416(下載),股市爆料同學會_影片B_20200421_大眾TA_Android,APP_INSTALLS,1,,,,,,FB,20200720
2020072000013897,股市爆料同學會_20190617(下載),(理財A)股市爆料同學會_20200504_iOS_圖片測試2,APP_INSTALLS,1,,,,,,FB,20200720
2020072000013898,股市爆料同學會_影片廣告_20200416(下載),股市爆料同學會_影片A_20200306_爆料TA_Android,APP_INSTALLS,3,,,,,,FB,20200720
2020072000013899,股市爆料同學會_影片廣告_20200416(下載),股市爆料同學會_影片區_爆料TA_Android,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013900,股市爆料同學會_20190617(下載),股市爆料同學會_圖片測試_20200507_iOS,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013901,股市爆料同學會_影片廣告_20200416(下載),股市爆料同學會_影片A-1_20200508_大眾TA_iOS,APP_INSTALLS,2,2,,,,,FB,20200720
2020072000013902,股市爆料同學會_影片廣告_20200416(下載),股市爆料同學會_影片A-1_20200508_大眾TA_Android,APP_INSTALLS,6,,,,,,FB,20200720
2020072000013903,股市爆料同學會_20190617(下載),(大眾)股市爆料同學會_梗圖_20200512_iOS,APP_INSTALLS,2,,,,,,FB,20200720
2020072000013904,股市爆料同學會_受眾測試組_20200520,股市爆料同學會_18-26_20200528_iOS,APP_INSTALLS,1,,,,,,FB,20200720
2020072000013905,股市爆料同學會_受眾測試組_20200520,股市爆料同學會_18-26_20200528_Android,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013906,股市爆料同學會_受眾測試組_20200520,⛔️股市爆料同學會_寵物_20200602_iOS,APP_INSTALLS,1,,,,,,FB,20200720
2020072000013907,股市爆料同學會_受眾測試組_20200520,股市爆料同學會_女性_20200602_Android,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013908,股市爆料同學會_受眾測試組_20200520,股市爆料同學會_女性_20200602_iOS,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013909,股市爆料同學會_受眾測試組_20200520,股市爆料同學會_上班族_20200602_iOS,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013910,股市爆料同學會_測試專用_20200606(下載),(理財A)股市爆料同學會_測試_iOS_20200606,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013911,股市爆料同學會_測試專用_20200606(下載),股市爆料同學會_測試_Android_20200606,APP_INSTALLS,12,6,,,,,FB,20200720
2020072000013912,股市爆料同學會_事件型廣告_20200609,股市爆料同學會(事件)_登入_iOS_20200609,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013913,股市爆料同學會_影片廣告_20200416(下載),股市爆料同學會_影片D_20200610_iOS,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013914,股市爆料同學會_影片廣告_20200416(下載),股市爆料同學會_影片D_20200610_Android,APP_INSTALLS,1,,,,,,FB,20200720
2020072000013915,股市爆料同學會_事件型廣告_20200609,股市爆料同學會(事件)_追蹤達人_iOS_20200611,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013916,0612艾蜜莉APP下載 (Android)_軟體,外部大眾_股票便宜價,APP_INSTALLS,3423,234,1,,1,390,FB,20200720
2020072000013917,0612艾蜜莉APP下載  (iOS)_軟體,外部大眾_股票便宜價,APP_INSTALLS,3427,255,4,38311,,,FB,20200720
2020072000013918,股市爆料同學會_影片廣告_20200617(下載),股市爆料同學會_影片D_20200610_Android,APP_INSTALLS,6,1,,,,,FB,20200720
2020072000013919,股市爆料同學會_影片廣告_20200617(下載),(刪)股市爆料同學會_影片A_20200306_iOS,APP_INSTALLS,17,1,,,,,FB,20200720
2020072000013920,股市爆料同學會_影片廣告_20200617(下載),⛔️股市爆料同學會_影片區_大眾TA_Android,APP_INSTALLS,10,,,,,,FB,20200720
2020072000013921,股市爆料同學會_影片廣告_20200617(下載),⛔️股市爆料同學會_影片B_20200421_Android,APP_INSTALLS,47,4,,,,,FB,20200720
2020072000013922,股市爆料同學會_影片廣告_20200617(下載),股市爆料同學會_影片C_20200508_iOS,APP_INSTALLS,1,,,,,,FB,20200720
2020072000013923,股市爆料同學會_影片廣告_20200617(下載),(理財A)股市爆料同學會_影片區_Android,APP_INSTALLS,49,3,,,,,FB,20200720
2020072000013924,股市爆料同學會_影片廣告_20200617(下載),股市爆料同學會_影片C_20200508_Android,APP_INSTALLS,1,1,,,,,FB,20200720
2020072000013925,股市爆料同學會_影片廣告_20200617(下載),股市爆料同學會_影片A_20200306_iOS,APP_INSTALLS,3,,,,,,FB,20200720
2020072000013926,股市爆料同學會_影片廣告_20200617(下載),股市爆料同學會_影片A-1_20200508_Android,APP_INSTALLS,1,,,,,,FB,20200720
2020072000013927,股市爆料同學會_影片廣告_20200617(下載),股市爆料同學會_影片A-1_20200508_iOS,APP_INSTALLS,2,,,,,,FB,20200720
2020072000013928,股市爆料同學會_影片廣告_20200617(下載),股市爆料同學會_影片區_大眾TA_iOS,APP_INSTALLS,7,1,,,,,FB,20200720
2020072000013929,股市爆料同學會_影片廣告_20200617(下載),⛔️股市爆料同學會_影片B_20200507_iOS,APP_INSTALLS,3,1,,,,,FB,20200720
2020072000013930,股市爆料同學會_影片廣告_20200617(下載),股市爆料同學會_影片D_20200610_iOS,APP_INSTALLS,6,,,,,,FB,20200720
2020072000013931,股市爆料同學會_影片廣告_20200617(下載),(理財A)股市爆料同學會_爆料TA_iOS,APP_INSTALLS,90,4,,,,,FB,20200720
2020072000013932,股市爆料同學會_影片廣告_20200617(下載),股市爆料同學會_影片A_20200306_Android,APP_INSTALLS,39,5,,,,,FB,20200720
2020072000013933,武財神_APP下載_20200221,武財神_APP下載_20200617_iOS,APP_INSTALLS,212,12,,,1,90,FB,20200720
2020072000013934,股市爆料同學會_常駐廣告_20200618(下載),股市爆料同學會_大眾TA_iOS(18-44y),APP_INSTALLS,75,12,,,,,FB,20200720
2020072000013935,股市爆料同學會_常駐廣告_20200618(下載),股市爆料同學會_大眾TA_Android,APP_INSTALLS,388,51,,,,,FB,20200720
2020072000013936,20200701_林恩如_AOS_下載_軟體,林恩如_Android_波段30D類似受眾,APP_INSTALLS,49,4,,,,,FB,20200720
2020072000013937,20200701_林恩如_AOS_下載_軟體,林恩如_Android_波段課程LL1%,APP_INSTALLS,22,1,2,9078,,,FB,20200720
2020072000013938,20200701_林恩如_AOS_下載_軟體,林恩如_Android_林恩如LL2%,APP_INSTALLS,13,1,,,,,FB,20200720
2020072000013939,20200701_林恩如_AOS_下載_軟體,林恩如_Android_其它LL2%,APP_INSTALLS,0,1,,,,,FB,20200720
2020072000013940,20200701_林恩如_AOS_下載_軟體,林恩如_Android_波段軟體類似受眾,APP_INSTALLS,70,6,,,,,FB,20200720
2020072000013941,20200701_林恩如_AOS_下載_軟體,林恩如_Android_財經興趣,APP_INSTALLS,52,5,,,,,FB,20200720
2020072000013942,20200701_林恩如_iOS_下載_軟體,林恩如_iOS_波段課程LL1%,APP_INSTALLS,78,4,,,,,FB,20200720
2020072000013943,20200701_林恩如_iOS_下載_軟體,林恩如_iOS_波段軟體類似受眾,APP_INSTALLS,208,14,,,2,,FB,20200720
2020072000013944,20200701_林恩如_iOS_下載_軟體,林恩如_iOS_財經興趣,APP_INSTALLS,129,10,,,2,,FB,20200720
2020072000013945,20200701_林恩如_iOS_下載_軟體,林恩如_iOS_波段30D類似受眾,APP_INSTALLS,4,,,,,,FB,20200720
2020072000013946,20200701_林恩如_iOS_下載_軟體,林恩如_iOS_其它LL2%,APP_INSTALLS,63,5,,,,,FB,20200720
2020072000013947,20200701_林恩如_iOS_下載_軟體,林恩如_iOS_林恩如LL2%,APP_INSTALLS,41,4,,,1,,FB,20200720
2020072000013948,股市爆料同學會_事件型廣告_20200609,股市爆料同學會(事件)_提問_iOS_20200624,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013949,股市爆料同學會_事件型廣告_20200609,股市爆料同學會(事件)_想知道_iOS_20200624,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013950,股市爆料同學會_事件型廣告_20200609,股市爆料同學會(事件)_追蹤別人_iOS_20200624,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013951,股市爆料同學會_事件型廣告_20200609,股市爆料同學會(事件)_加入自選股_iOS_20200624,APP_INSTALLS,0,,,,,,FB,20200720
2020072000013952,股市爆料同學會_事件型廣告_20200609,股市爆料同學會(事件)_猜多空_iOS_20200624,APP_INSTALLS,74,11,,,,,FB,20200720
2020072000013953,股市爆料同學會_事件型廣告_20200609,(大眾)股市爆料同學會(事件)_玩扭蛋_iOS_20200624,APP_INSTALLS,13,1,,,,,FB,20200720
2020072000013954,股市爆料同學會_事件型廣告_20200624,股市爆料同學會(事件)_玩扭蛋_iOS_20200624,APP_INSTALLS,134,12,1,8288,,,FB,20200720
2020072000013955,股市爆料同學會_事件型廣告_20200624,股市爆料同學會(事件)_查看文章_iOS_20200612,APP_INSTALLS,8,2,,,,,FB,20200720
2020072000013956,股市爆料同學會_事件型廣告_20200624,股市爆料同學會(事件)_查看個股_iOS_20200609,APP_INSTALLS,2,,,,,,FB,20200720
2020072000013957,股市爆料同學會_事件型廣告_20200624,股市爆料同學會(事件)_登入_iOS_20200609,APP_INSTALLS,1,,,,,,FB,20200720
2020072000013958,股市爆料同學會_事件型廣告_20200624,股市爆料同學會(事件)_打賞_iOS_20200617,APP_INSTALLS,8,1,,,,,FB,20200720
2020072000013959,股市爆料同學會_事件型廣告_20200624,股市爆料同學會(事件)_提問_iOS_20200624,APP_INSTALLS,143,8,,,,,FB,20200720
2020072000013960,股市爆料同學會_事件型廣告_20200624,股市爆料同學會(事件)_追蹤達人_iOS_20200611,APP_INSTALLS,5,1,,,,,FB,20200720
2020072000013961,股市爆料同學會_事件型廣告_20200624,股市爆料同學會(事件)_猜多空_iOS_20200624,APP_INSTALLS,48,4,,,,,FB,20200720
2020072000013962,股市爆料同學會_事件型廣告_20200624,股市爆料同學會(事件)_觀看爆料_iOS_20200612,APP_INSTALLS,10,,,,,,FB,20200720
2020072000013963,股市爆料同學會_事件型廣告_20200624,股市爆料同學會(事件)_進入頁面_iOS_20200617,APP_INSTALLS,4,,,,,,FB,20200720
2020072000013964,股市爆料同學會_事件型廣告_20200624,股市爆料同學會(事件)_想知道_iOS_20200624,APP_INSTALLS,114,9,,,,,FB,20200720
2020072000013965,股市爆料同學會_事件型廣告_20200624,股市爆料同學會(事件)_點讚_iOS_20200616,APP_INSTALLS,2,,,,,,FB,20200720
